06:50,07:05,08:25,12:15,01:00,01:48,02:30,04:02,04:02,05:31,07:15
06:50,07:05,08:25,12:16,01:00,01:49,02:30,04:03,04:03,05:32,07:15
06:50,07:05,08:25,12:16,01:00,01:50,02:30,04:04,04:04,05:33,07:15
06:50,07:05,08:24,12:17,01:00,01:51,02:30,04:05,04:05,05:34,07:15
06:50,07:05,08:24,12:17,01:00,01:52,02:30,04:07,04:07,05:36,07:15
06:50,07:05,08:24,12:18,01:00,01:53,02:30,04:08,04:08,05:37,07:15
06:49,07:05,08:23,12:18,01:00,01:54,02:30,04:09,04:09,05:38,07:15
06:49,07:05,08:23,12:19,01:00,01:55,02:30,04:11,04:11,05:40,07:15
06:49,07:05,08:22,12:19,01:00,01:57,02:30,04:12,04:12,05:41,07:15
06:48,07:05,08:21,12:19,01:00,01:58,02:30,04:14,04:14,05:43,07:15
06:48,07:05,08:21,12:20,01:00,01:59,02:30,04:15,04:15,05:44,07:15
06:48,07:05,08:20,12:20,01:00,02:00,02:30,04:17,04:17,05:46,07:15
06:47,07:05,08:19,12:21,01:00,02:02,02:45,04:18,04:18,05:47,07:15
06:47,07:05,08:18,12:21,01:00,02:03,02:45,04:20,04:20,05:49,07:15
06:47,07:05,08:17,12:21,01:00,02:04,02:45,04:22,04:22,05:51,07:15
06:46,07:05,08:16,12:22,01:00,02:06,02:45,04:23,04:23,05:52,07:15
06:45,07:05,08:15,12:22,01:00,02:07,02:45,04:25,04:25,05:54,07:15
06:44,07:05,08:14,12:22,01:00,02:09,02:45,04:27,04:27,05:56,07:15
06:43,07:05,08:13,12:23,01:00,02:10,02:45,04:29,04:29,05:58,07:15
06:42,07:00,08:12,12:23,01:00,02:11,02:45,04:30,04:30,05:59,07:15
06:41,07:00,08:11,12:23,01:00,02:13,02:45,04:32,04:32,06:01,07:15
06:39,07:00,08:09,12:23,01:00,02:14,02:45,04:34,04:34,06:03,07:15
06:38,07:00,08:08,12:24,01:00,02:16,02:45,04:36,04:36,06:05,07:15
06:37,07:00,08:07,12:24,01:00,02:17,02:45,04:38,04:38,06:07,07:15
06:35,07:00,08:05,12:24,01:00,02:19,02:45,04:40,04:40,06:09,07:15
06:34,07:00,08:04,12:24,01:00,02:20,02:45,04:41,04:41,06:10,07:15
06:33,07:00,08:03,12:25,01:00,02:22,03:00,04:43,04:43,06:12,07:30
06:31,07:00,08:01,12:25,01:00,02:23,03:00,04:45,04:45,06:14,07:30
06:29,07:00,07:59,12:25,01:00,02:25,03:00,04:47,04:47,06:16,07:30
06:28,07:00,07:58,12:25,01:00,02:26,03:00,04:49,04:49,06:18,07:30
06:26,07:00,07:56,12:25,01:00,02:28,03:00,04:51,04:51,06:20,07:30
